,AZ_F1_11_a,AZ_F1_201_c,AZ_F1_202_b,AZ_F1_202_c,AZ_F1_202_d,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_203_g,AZ_F1_203_h,AZ_F1_206_a,AZ_F1_207_c,AZ_F1_3_b,AZ_F1_3_f,AZ_F1_3_g,AZ_F1_7_b,AZ_F1_7_c,AZ_F1_7_d
Fech,28,27.5,32,39.5,35,37.5,22.5,32.5,33,27.5,23.5,28.5,27,24.5,29,27.5,21.5,23
LOC102925892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cab39,170.5,154,185.5,171,184.5,188.5,177,199.5,181,210,177.5,154.5,166,160,145,208.5,113.5,220
Gpr4,4,2,4,4,1,4,0,4,3,0,0,3,5,1,1,3,1,1
Ribc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107400184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121821929,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0
Scgb2a2,110,61,98,121,136,81,75,78,96,128,83,105,99,150,107,85,96,128
P2rx5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f4,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr27,0,2,1,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,1
C16H6orf120,8.5,10.75,24.5,13.5,6.5,7.5,17.5,11.5,14.5,14,14.5,10,9,10,9.5,10.5,9.75,11.5
Taf4,18.67,11,16.5,16.33,6,15.5,13.5,16.5,16.33,13.5,13.33,15.17,16,15,10.5,19.5,11,11.5
LOC121828968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invs,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0
Nfic,58,34,31,54,81,75,55,48,49,31,27,38,46,35,70,59,53,31
Atp5f1d,1,1,2,1,0,0,1,1,1,0,1,3,2,3,1,0,1,0
Ppp1r26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102904272,1.6,1,0.8,2.3,1.75,1.55,1.5,1.3,0.9,1.3,0.7,1,1.85,2.1,1.95,0.9,0.7,1.35
Vwa5b1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Crnkl1,0.5,3.5,3.5,6,6,3,3,2.5,2.5,2,3.5,6.5,3.83,3,2.5,7.5,4,3.5
LOC121825238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eftud2,7.5,6.5,5,7,10,6.5,6.5,8.5,7,8,4.5,5,5,5,1.5,5,6,8
LOC121828322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gjc1,6,7.83,5.67,7.67,14.5,9,3.33,10.67,12.33,9.33,5.67,7.33,6.67,12.67,9.33,9.5,8.67,7.83
Hes6,12,15,6,13,9,18,6,11,19,12,8,13,6,16,10,7,13,17
Pde3b,1,4,1.5,5,5.5,5,4,2.5,5.5,3,3.5,3.5,2,4,4,3.5,2,2.5
Tfb1m,2,3.5,2.5,2,3,2,2,7.5,4.5,1.5,1.5,2,2.5,3,2.5,1.75,3,2.5
Cldn20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0
Ss18l2,150.5,102,234,179.5,180,168.5,164,181,213.5,150,197,133.5,135.5,221.5,158.5,190,132,171
LOC121826808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Dsel,3,0.5,1.5,3.5,1.5,1.5,1,3,2,4,2,4.33,1,2,2,0.5,1.5,3
LOC107399636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102908125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121824261,1,2,2.5,1,3,6,2,2,3,2,1,3,0,3,2,5,4,5
LOC121824317,0.5,0,0,0,0.5,0,0,0,0,1,0,2,0,0,0,0,0,0
LOC107401795,13,14.5,21,26,20,19.5,15.5,16,21,11,16,14,15.5,28.5,12,19,8,21
LOC121826038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl42,37,38,34.33,51.17,44,43.17,51.17,43.17,52,41.67,38.83,36.17,33.83,41,33.33,40.83,41.67,24.33
LOC121825344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5pd,226,219,259,255,299,257.5,189,221,234.5,287,191.5,191.83,254,332.5,210.5,253,189,220
LOC121822904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC121824142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysmd3,6.83,14.17,10.83,15.5,12.5,9.5,8,12,6,9.5,8.5,15.5,9.5,7.7,6,13.5,9.5,8.5
Sowahd,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
LOC121824239,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
LOC121826388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stard13,1,2.5,4,2,3,1,3,2,3.5,4.5,2.5,2,2.5,4,3.5,2,1.5,4.5
LOC121825323,0.5,0,0.5,0.5,0,0,0,0,0,1,1.5,0.5,0,0,0,0,0,0
LOC121826326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102909366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102926484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appl1,19.83,14.5,23.83,22,24,25,24.37,27.83,24.33,23.83,35,24.5,15.83,18.5,18,23,24.5,21.83
Insl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptma,19.22,17.53,17.9,28.68,28.77,17.92,15.72,16.88,27.72,30.35,11.9,17.57,28.48,24.03,25.02,21.18,20.62,16.43
LOC121824018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102911700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121821048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121828647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rel,2.67,2.37,8.83,6.67,7,4.33,5.5,6.33,7.17,8.5,9,8.33,9.17,5.33,4.67,11.33,5,6
LOC121829760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121829798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121832731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brca1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LOC121828199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121828204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121828060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102914530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121825473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrk,2,3,3.5,3.5,7,1.5,2.5,6.5,3.5,5,6.5,2,2,3,4.5,5.5,4,7.5
LOC121826137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mtrnr2l6,991.41,1029.41,983.68,921.55,1120.1,911.01,1045.81,928.13,929.2,1152.13,932.1,793.48,932.9,1053.76,930.55,951.43,972.3,1087.56
LOC102910240,2,0.5,0,1.5,0.5,1,0,0,1.5,0,1,1.5,1,0.5,0.5,1,0.5,0.5
LOC121831071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831070,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam3a,4.5,8.5,5,9,7,7,5.5,8,11,7,6,2,3.5,5.5,12,8,4,7
Slc10a3,0.5,1.5,0,1.5,0.5,2,0.5,0.5,1,1,1,1,1,1.5,0,1.5,3,1
LOC121825602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mterf3,0,1,2,1,0,1,0,2,2,6,2,2,3,2,2,0,0,1
Dnajb12,2,1,2,1,3,1,2,4,3,3,2,5,1,3,2,4,3,3
LOC102919522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102922881,0,0,0.25,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
Fem1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919826,1,1,1.25,1,1.25,2.5,0.95,0.75,1,1.5,1.5,1,0.5,2.5,2,1.25,1.5,0.25
LOC102919209,0.5,0,2.5,1,0,0.5,0.2,0.5,0,2.5,0.5,0,0.5,1.5,1.5,1,0,0.5
LOC121821030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121821560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btc,2.5,3,1.5,7.5,2,3,0.5,3.5,2,0.5,2.5,1.5,1,2.7,3,1.5,0.5,0.5
LOC102904544,1,1,0,0,2,2,1,0,0.2,4,1,0,0,1,0.2,2.2,0,3
LOC121822320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syap1,2,5,2,4.5,3.5,2,4,1.5,2,4.5,4.5,3,1.5,4,3.5,4.5,3.5,2.5
LOC102921560,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0
Ier5l,3,2,1,0,0,1,2,1,0,1,2,1,3,0,0,1,3,2
LOC121824322,0,1,1,0,1,0,1,0,0,0,0,0,0,0.2,0,0,0,0
Bin2,0,3,2,2,5,3,1,0,1,2,0,3,0,3,2,1,1,1
Prl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121829791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826738,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
Pin1,49.5,42.5,43,59,57,57.5,40,57,58,46,49,35,46.5,62,42,54.5,47,49.33
LOC121827784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Trnay-gua-8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Trnay-gua-2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
LOC102911701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920404,2.5,0,5,2,1,1.5,1.5,1,1,3,0,2.5,2.5,4,2.33,3,7.17,1
LOC121822529,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.33,0,0
LOC107401440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tor2a,2.5,5.5,3.5,3,2.5,6.5,2,4.5,5,5,6,2,4,0.5,3.5,3.5,2,1.5
Ttc16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf13b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wls,41,46,53,77,64,66,57,45,48,31,54,47,30,37,44,53,60,48
Rpe65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Depdc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lrrc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830384,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Lrrc40,5,7,12,6,5,9,5,11,8,9,9,14,4,6,3,8,4,12
Srsf11,56,86,97,71,59,47,97,115,70,123,119,80,60,57,52,76,48,118
Ankrd13c,16,11,9,13,9,9.5,10.5,9,15.5,10,14,13,7,12,12,14.5,14,9.5
LOC121830382,0,3,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,2
Ptger3,0,0,0,2,2,1,1,0,0,0,3,0,1,0,1,0,1,0
Zranb2,65.83,83.33,112,91,105,105,125,129.5,112,126,99,104,82,92,75,97,89.5,112
LOC121830381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830380,0.4,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,1.2,0,0.2
LOC121830379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negr1,1,0,0,3,2,1,0,1,1,0,2,0,1,0,0,0,4,0
LOC121830544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrriq3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Fpgt,7,4,3,6,8,4,10,6,2,6,5,4,6,9,6,7,8,9
Tnni3k,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
LOC121830377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erich3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830374,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1
Cryz,17,12,11,24,23,16,19,17,16,11,29,10,15,16,9,13,16,18
Tyw3,11,10,16,8,6,13,12,14,13,7,18,6,4,8,8,3,8,22
LOC121830543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lhx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc44a5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102922968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acadm,512.5,456,471.5,463,556,360,362.5,463,477.5,592,466,376.5,447,448.5,434.5,479.5,411,468
Rabggtb,79,72,105,117,120,77,84,93,75,113,105,76,84,106,76,93,91,110
LOC121830623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC121830624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msh4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St6galnac3,4,2,1,1,6,3,3,7,2,5,2,1,1,2,1,2,0,2
LOC121830372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pigk,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0
Zzz3,4,4.5,6,8,2,4.5,4.5,7.5,4,3,4.5,6,6,5,4,3,4,10.5
LOC121830369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp33,49,72,78,69,91,60,68,105,70,94,73,62,47,48,58,62,52,76
Miga1,14,12,7,18,9,4,8,17,13,24,14,4,7,8,17,12,17,19
LOC121830368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107402756,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Nexn,290.58,258.4,241.95,295.9,323.4,306.87,233.9,367.15,311.85,319.8,324.17,274.33,230.3,269.33,249.07,311.88,228.5,300.38
Fubp1,28,25,39,26,33,26,40,47,28,65,44,47,27,19,31,26,27,38
Dnajb4,64,62,58,77.5,95.7,78,72,108,95.5,105,60.5,76.5,67.5,91.5,61.5,78.5,67,81
Gipc2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0
LOC121830367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi44l,0,0.5,0,0,0.5,1,1,0,1,0,2,0.5,0.5,0.5,1,1,0.5,1
Ifi44,4,2,4,9,3,7,9,6,2,2,4,6,3,5,2,5,3,1
Adgrl4,4,13,10,10,19,5,8,11,11,19,12,23,10,16,9,22,8,19
LOC121830366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrl2,12,20,10,18,21,16,8,23,27,20,17,20,12,11,14,9,8,18
LOC107402184,0,0,1,0,0.33,0,0,0,1,0,1,0,0,1,0,0,0,0
LOC121830538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnn2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC121827307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121832500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttll7,41.5,39,57.5,45.5,48.5,62,78.5,44.5,51.5,44,42.5,57,72,40,36.5,66.5,55,48
LOC121830365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102911198,0,1,1,0.33,0,0.33,0,2.33,0,1.67,0,1.33,0,0.33,0,0,0.33,1
LOC121830364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samd13,0,0,0.25,0,0.33,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC107402185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102912690,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Dnase2b,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Rpf1,17,23,27,22,15,21,21,27,27,21,19,17,29,33,20,36,15,24
Gng5,269.83,202.83,308.33,300,332.17,288.33,239.83,234.33,275.83,368.33,217.33,202.5,249.83,350,282,268.5,255.5,248.83
Spata1,3,8,6,2,7,4,3,3,7,3,5,7,1,4,6,0,4,3
Ctbs,13,10,19,12,11,8,9,14,17,11,18,12,7,14,8,8,8,11
LOC102914654,20,16.33,19.33,18.33,18.5,18.67,19.33,25.83,13.5,15.5,27.33,26.17,11,16.33,8,22.5,9.17,16.33
LOC121830598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lpar3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcoln2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcoln3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnai3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syde2,0,3,6,4,1,3,0,2,0,8,1,2,6,1,3,5,1,2
LOC121830361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6H1orf52,17,9,18,20,20,8,17,17,15,12,9,16,12,21,13,14,8,8
Bcl10,6,11,7,7,11,7,3,3,12,7,7,9,5,5.5,7,1.5,1.5,6
Ddah1,9,8,4,7,8,5,8,15,6,7,12,6,4,7,5,8,8,20
LOC121830359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC107402187,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ccn1,10,8,1,5,39,21,3,26,13,28,6,7,16,18,8,5,3,16
Znhit6,18,19.5,24,19,21,16,11,21,24,27,30,17,11,20,12,26,11,23
LOC121830357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col24a1,0.67,1.33,1.33,0,0.67,0,0.33,1,1.33,0.33,1.33,1.67,0,0,0,0,1.33,0
Odf2l,1,1,2.5,1.5,1,2.5,0.5,1,1.5,1,0.5,0.5,1.5,0.83,2,1.5,1,3.5
LOC102919505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3glb1,73.03,87.68,82.5,103.47,109.8,94.07,83.48,102.85,92.57,105.35,109.68,67.28,87.57,100.05,81.53,87.6,89.43,87.67
LOC107402374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102928151,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Selenof,40,39,72,83,75,62,65,46,63,65,35,34,36,74,47,45,51,38
Hs2st1,15,7,9,21,15,20,21,11,25,18,10,13,11,24,14,16,9,18
LOC121830532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lmo4,33,35,28,39,40,39,28,40,44,34,36,34,34,36,35,44.5,35,41
LOC121830626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkn2,47,45,56.83,66,68.33,54.5,75.5,66.5,55.5,43,56.83,53.33,61.5,50,32.83,57,46.5,57.5
Gtf2b,12,10,25,41,27,21,20,14,24,23,14,19,14,25,22,18,14,9
Kyat3,64,63,76,53,58,72,50,85,56,103,84,74,44,61,62,65,63,80
LOC102912160,0,0,0,0,0.5,0,0,0.5,0,0.5,1.5,1.5,0,0.5,0.5,0,0,1.5
LOC102904470,0,2,0.5,0.5,0,1.5,0.5,0.5,1,3,2,1.5,0,0,1,0.5,1.5,1
LOC121830632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102904775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102905072,2,2.5,2.5,1,2,3,0,0,2,2.5,1,1,3,3,1,4,3,0
LOC102906249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102906329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102906021,0,0.33,0,1,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0
LOC102905706,6,12,5,5,7,4,7,9,8,6,7,9,3,13,5,7,7,3
LOC102907247,2,2,1.25,3,1,2,0,4,0,2,2,1,0,1,2,1,3,3
Pdlim5,653,541,567,658,936,726,570,807,711,815,702,605,654,677,619,733,545,664
LOC121824008,0,0.25,0.25,0,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0,0.75,2.25,0.25,0.5,0.75,0.25
Bmpr1b,1,2.25,5,4,4,7.25,4.5,2,5,6,11.5,4,4,6,0.75,7,6.5,6
Unc5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102908995,1,0,0,0.5,0,0,0,0,0,1.5,0,0,1,0.5,0,0.5,1,0
LOC102910775,65.7,62.23,72.65,105.95,103.83,80.55,82.28,78.68,74.77,78.9,65.22,57.7,88.37,127.75,79.05,77.42,78.6,71.93
Stpg2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Rap1gds1,26,36,37,44,35,41,20,42,37,27,46.5,31.5,22,33,26,36,28,29
LOC121830618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan5,11,22,11,20,14,16,8,12,7,8,26,12,4,8,9,11,12,8
LOC121830352,1,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1
LOC121830529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajb14,12,13.17,13.83,14.5,13.2,17.25,10.17,16.2,11.5,13.57,22.87,15.2,11.33,12.33,10.87,16.33,10.5,17
LOC121830350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metap1,75,56,72,84,75,89,69,76,78,64,73,75,55,57,52,75,52,55
LOC121830603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adh5,79,75,87,84,85,80,74,65,96,99,92,80,64,65,72,78,58,76
Adh4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107399805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adh7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6H4orf17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trmt10a,3,8,3,2,6,2,2,4,2,4,5,1,2,2,2,6,1,4
LOC102919212,1,2,2,0,2,0,1,3,0,0,0,3,0,0,1,0,0,2
C6H4orf54,7,7,7,19,9,17,11,10,16,10,10,13,8,11,5,5,10,10
Dapp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddit4l,682,523.5,689.5,1042.5,1224,1391,1029.5,919.5,1043.5,475.5,753.5,672,727.5,770.5,507.5,790,793,936.5
Emcn,21,25,23,26,32,30,14,16,25,30,20,19,32,35,28,29,33,47
Ppp3ca,456,410,492,539,541,586,468,596,624,413,534,497,399,391,430,682,456,485
LOC102911690,0,0,1,0,0.5,0.5,2.5,0.5,0,0,2,0.5,0,1,0.5,1,0,1
Bank1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
LOC102915009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc39a8,8,8,6,7,10,6,5,12,8,9,10,9,11,12,4,6,11,9
