,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Slc25a11,10.06905496,10.06976696,9.566868561,9.642080123,10.23061114,9.921171178,9.236701036,9.321806975,8.89910554,8.929159822,9.02135272,8.96477509,8.905924758,8.595395351,9.49721009,8.890210425,9.024248338,8.429376295,7.372554587,7.269110373,7.118043909,7.325716111,7.278033574,7.232702226
Slc25a12,10.02825686,9.893188505,9.458199499,9.488454156,9.421400574,9.75608107,9.326876276,9.847469509,9.375792419,9.354423569,9.673326534,9.056342417,9.033736051,8.70201631,8.94960286,9.025705798,8.47967034,9.189502522,9.372907293,9.556182642,9.547506468,9.590558941,9.64446514,9.157371692
Slc25a15,4.598111994,4.39421257,4.349876404,3.867318814,5.134061113,4.452816549,4.613268578,3.763054927,4.020788144,5.386596534,4.069726052,4.609684367,4.15292432,3.322602624,4.433558258,3.459130587,5.015797717,3.161478389,5.399636128,5.181502053,5.340069437,5.429090864,4.979987341,4.507446727
Slc25a16,1.371671746,1.371671746,1.371671746,1.598336176,2.048471347,1.371671746,4.539751014,4.076672438,4.244972264,3.805470524,3.80233416,3.094328759,3.775729091,3.522064715,3.484468226,3.632195157,4.201646476,1.948471605,3.200381863,3.07877717,3.746479132,3.301049879,3.804193017,3.737470682
Slc25a19,6.306186877,5.822482151,5.481194013,5.500716433,5.522272735,5.852095142,5.745756737,5.926689492,5.936852609,5.471375667,5.66911918,5.43514467,4.632569424,4.182958257,5.407413337,3.685558343,5.575908777,4.841103288,6.377824283,5.969606316,5.780081376,6.065377006,5.707444028,5.883297636
Slc25a20,7.710622315,7.11116377,7.045135519,7.136087912,7.414906232,7.223945806,7.550118024,7.598389573,7.576537267,7.186322202,7.679500536,6.597547577,6.720958276,6.607699759,7.560136926,7.423932731,7.361354869,7.623488826,8.045042411,7.932896202,7.665434258,8.117679446,7.897834694,7.605474402
Slc25a22,4.783862892,2.384595308,4.658024557,4.498152386,2.507324275,4.847815321,3.622418372,3.763054927,4.96537717,5.043159178,5.355441186,4.775642062,4.699025137,3.994421857,5.173981302,5.729218775,4.201646476,4.808731913,5.826373125,5.935470993,6.326074557,4.835270768,5.588393646,4.742861911
Slc25a23,2.564551229,1.371671746,1.371671746,2.393911232,1.371671746,1.371671746,5.678841896,4.961574651,4.438959657,4.665378488,5.49829648,4.282002341,4.937903776,5.13842084,4.708068048,4.697597062,4.839544029,4.437426095,4.204615229,3.979620845,4.488627598,4.007785157,4.093681527,4.326029573
Slc25a25,8.551994657,8.131874253,7.147498658,8.874997682,6.294387673,8.855829599,7.766979835,8.661004668,8.840194072,8.510425706,9.145955961,7.819025851,5.142791048,9.554017199,8.796382565,8.796299424,5.412236884,7.651139085,8.530553549,8.43853303,8.20506755,5.162519943,7.411157867,6.69169833
Slc25a26,4.495423045,3.978109646,3.880339403,3.654559261,4.046879388,3.530298941,5.332114144,4.483351203,5.531386098,4.802594113,5.452232064,4.667151082,5.404129634,4.634513394,5.553687807,5.062828825,5.135155756,4.437426095,4.720455994,4.702259267,5.056739454,4.936582317,4.882143112,4.668578083
Slc25a28,5.410198209,4.642644483,5.372664761,5.698984205,5.313355602,5.588205787,5.195168206,3.763054927,3.755241616,4.591544559,4.395998511,4.206483745,4.823402951,5.310070062,4.492798065,4.473205151,5.015797717,3.93614039,4.204615229,4.167803947,3.928577685,4.781815806,4.541118774,4.813507463
Slc25a29,4.26511715,3.391013934,2.072518937,4.316895624,3.57064909,3.907115347,2.89756293,3.014743213,3.755241616,4.513727194,3.80233416,4.282002341,4.489703269,3.091070453,4.804744872,4.411195515,4.272792533,3.673931352,4.568124372,4.702259267,4.488627598,4.726303758,4.979987341,5.122614808
Slc25a3,11.00676934,10.70911231,10.49004746,10.60679793,10.78190935,10.80598167,10.40253615,10.6451888,10.66857423,10.4131418,10.68355316,10.73732003,9.722974454,9.719270506,10.10912863,10.06554063,9.949835557,10.19728461,10.87006369,10.86949352,11.03171486,10.77071112,10.71498678,10.84513338
Slc25a32,4.547680983,4.251863,4.166994176,3.867318814,4.046879388,3.693010856,5.534913545,5.320127258,5.250334047,5.471375667,5.139887991,5.015780036,5.363730031,5.645480809,5.711640883,5.480191275,5.172843846,5.302841901,5.444086196,5.494478464,5.132956711,5.076342888,5.619089835,5.74554999
Slc25a33,5.352609685,4.854515314,4.911798666,4.410368718,5.522272735,5.264994318,6.192098817,5.23849314,5.653733701,5.386596534,4.954049872,5.401676334,4.56290408,6.262234757,5.831222991,6.782000204,4.405352173,6.370175844,5.487207574,6.035545508,5.826724606,5.357818219,5.790698038,5.329617021
Slc25a35,3.831444306,3.561650356,3.712371779,3.799826106,3.661751757,3.839217401,2.640545692,3.875341429,2.410505381,4.665378488,2.440584855,4.042440962,3.949577107,3.994421857,4.168792015,4.346400422,4.839544029,2.359410399,4.568124372,4.435418855,3.928577685,4.781815806,4.541118774,4.668578083
Slc25a36,4.201299516,4.752465765,4.460069208,4.164245744,4.112944804,4.847815321,5.287894293,5.011578056,5.904355553,4.866599258,6.692653003,6.130380964,5.404129634,5.310070062,4.168792015,4.748636477,5.209572408,6.633082932,4.527388509,5.517736265,5.307550205,5.513498717,4.475533212,5.203760375
Slc25a37,5.518906309,4.918746617,5.888384489,5.500716433,5.196334832,6.18858485,5.678841896,4.961574651,4.762764897,5.429608761,3.942216125,5.467854162,4.054830464,5.255091968,4.549701013,4.797931756,3.781300727,5.392942691,3.200381863,4.781261694,4.800468942,4.098027721,4.003488975,3.584266797
Slc25a39,6.244199391,6.279182368,5.630063417,6.296981728,6.206338533,6.132957008,6.984347383,6.947970603,6.855954481,7.109046845,6.0859504,6.803785205,6.439294714,6.176068584,6.264183875,6.806294864,6.712920514,6.576524868,7.073328011,6.973548472,6.949133818,7.082145461,7.243971952,7.097678723
Slc25a4,12.92001564,12.58505456,12.79420371,12.46581125,12.85370445,12.67376506,12.42459936,12.63174621,12.72412446,12.56911225,12.50170659,12.47635875,12.36467534,12.35404628,12.42657089,12.39297427,12.29327698,12.55437388,12.78706307,12.8026283,12.91250873,12.62548534,12.57362543,12.68249174
Slc25a40,4.868477349,4.716779541,5.059149225,4.935589833,4.294723065,4.847815321,4.68322075,4.74218801,4.526974853,3.805470524,4.186875727,4.206483745,4.003163431,4.182958257,3.649755977,3.114632412,4.272792533,4.350145515,4.922475423,4.856161606,4.703822401,4.781815806,4.663970644,4.945197493
Slc25a42,6.45041756,4.918746617,5.427949684,5.583320906,5.313355602,4.947922372,4.813704698,4.483351203,5.83707939,4.866599258,3.473845058,5.015780036,3.744603008,2.473655,4.708068048,4.05349137,3.5715735,4.519726227,5.826373125,4.927364131,5.056739454,5.393894627,5.763477048,4.742861911
Slc25a46,5.492487526,5.662865165,5.192834938,5.680339529,5.593424574,5.315841744,6.143295166,6.482208335,6.145886808,6.341271728,6.611148157,6.441611135,6.338665766,6.672073896,6.346781196,6.806294864,6.139311072,6.075901429,6.550397079,6.633704095,6.696322037,6.631636161,6.397950572,6.152200925
Slc25a5,6.371431211,5.90788012,5.965144086,6.016015446,6.575011712,6.429966669,5.588761314,5.844096743,6.22037864,6.482162564,6.22476499,6.140155331,6.448595836,6.356660168,6.820430896,6.866455561,6.547325526,7.205826096,7.065524586,7.247291943,6.555254978,6.952076649,7.002831229,6.81510891
Slc25a51,5.886643386,6.011072607,5.653447234,6.155654005,5.808056218,6.030128067,5.396001986,5.151961278,5.275963028,4.855916766,4.295222925,5.015780036,4.710024321,4.758288092,4.732851361,4.860988689,4.831554374,5.094669512,6.100785803,5.771001839,5.511471966,5.76835472,5.613917345,5.61318891
Slc26a2,4.384860862,4.201110978,4.832066298,3.993511853,2.854916793,4.540942305,3.305043505,4.74218801,4.137230398,4.591544559,3.276495212,4.876542017,3.836036295,2.473655,3.424878207,2.661175272,3.781300727,4.350145515,3.200381863,4.107762856,3.746479132,4.33914254,3.441651392,4.002304404
Slc26a6,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,4.293633377,4.552542462,4.137230398,4.802594113,4.578610645,4.353763736,4.489703269,4.349679511,4.657186434,4.589759361,4.4673277,3.161478389,4.646299803,4.781261694,4.800468942,4.411320956,4.72168399,4.002304404
Slc27a1,6.306186877,5.039218534,4.747668312,5.167476778,5.661231612,5.412456836,3.758262607,4.167696694,4.438959657,4.665378488,3.276495212,3.755021493,3.949577107,3.522064715,5.496945018,5.251590418,5.47392358,2.987302643,5.444086196,4.781261694,5.958236032,5.320816487,5.278060465,5.0067929
Slc28a2,1.773871558,1.965262805,1.764241427,2.198109997,2.854916793,2.536479029,3.882409289,4.856047509,3.89411593,5.249285077,2.775909185,5.531129025,3.076286579,4.349679511,3.424878207,3.881222532,3.875739026,6.048438707,3.919903022,3.30951081,4.303144407,3.222980405,4.003488975,2.866108506
Slc29a1,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,4.613268578,5.54050674,4.96537717,5.342262438,5.355441186,5.561755311,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,4.922475423,5.346460756,5.402988203,4.984689323,5.619089835,5.552521207
Slc29a2,2.564551229,2.973840064,3.620435528,3.404903722,3.57064909,3.245605433,3.996714223,4.618566641,3.234188542,4.735617019,3.942216125,4.042440962,5.235264753,4.872277635,4.307240435,4.411195515,4.272792533,2.940262517,3.981518109,3.30951081,3.000833825,4.182956258,3.804193017,4.880854549
Slc2a12,5.292626459,4.564492538,5.255302202,5.167476778,5.000818766,4.702522777,4.933359729,6.551453133,5.4881839,5.149900295,5.628272056,5.621123838,6.137697596,5.602080963,5.96275311,5.850997926,6.081037586,4.67145383,5.609338978,5.494478464,4.891045601,5.203751949,5.524969566,5.632857495
Slc2a5,4.134527727,4.60409764,4.349876404,4.620559011,4.236638486,4.915319117,2.89756293,2.258666846,4.609927818,4.927885035,6.283031901,4.609684367,6.296363,6.343543344,6.55567708,6.71941103,6.249239141,4.597583751,3.981518109,2.018997946,4.488627598,3.445554571,4.178565768,4.668578083
Slc2a8,3.831444306,4.300890143,4.230565883,4.659157236,3.904915307,4.358955472,4.462284998,4.800240712,4.68836933,4.665378488,4.295222925,3.094328759,3.712790546,4.240699416,4.307240435,3.786704995,3.964373405,4.350145515,5.609338978,5.494478464,5.205348672,5.357818219,5.524969566,5.7812394
Slc30a1,4.26511715,4.09391477,4.747668312,4.410368718,4.294723065,4.623993467,3.758262607,3.641285815,4.526974853,4.431471934,4.395998511,4.042440962,4.56290408,4.349679511,4.604444493,3.969926702,3.680244816,4.597583751,4.720455994,4.334248956,4.488627598,4.480059673,4.663970644,4.326029573
Slc30a7,4.064514952,4.523769426,5.22440664,4.580899665,4.112944804,4.847815321,2.640545692,4.334139738,4.438959657,4.802594113,3.942216125,4.353763736,2.972644176,3.425778046,3.362720402,2.430562715,3.454044779,4.304441765,1.966639354,3.838977715,3.928577685,3.301049879,3.804193017,3.875955929
Slc30a9,6.925571731,6.888690353,6.579716593,6.169089585,6.764105509,7.148806924,6.569901191,6.508566138,6.328431417,6.272057805,6.741350119,6.71800947,6.505778779,6.303461781,6.139976794,6.74477346,6.23148967,6.517658765,7.122021057,7.006804806,7.382848968,7.283069552,7.009218652,7.025111996
Slc31a1,5.619994026,5.483365939,5.721407125,5.500716433,5.256031374,5.588205787,5.332114144,5.279887525,5.086192952,4.591544559,5.355441186,4.826973959,5.043981545,3.853482834,5.46771416,5.179021811,5.314460419,5.206736978,5.099649705,5.585341241,5.826724606,5.65400407,5.557030111,5.816067196
Slc35a1,6.040450565,5.718056447,5.721407125,6.114579804,6.377370787,5.781492124,5.416684325,5.151961278,5.250334047,4.802594113,5.404648189,4.876542017,4.331118661,4.872277635,4.604444493,5.141321111,5.172843846,4.741725074,5.04297525,5.238609844,5.402988203,5.529803451,5.588393646,5.632857495
Slc35a5,3.208473046,3.714222334,3.179783313,3.576044958,4.404314839,4.034016768,3.47244071,4.167696694,4.526974853,3.930522402,4.395998511,4.126792675,4.489703269,4.545673745,4.757216113,4.748636477,5.096456656,4.437426095,3.200381863,3.683128023,4.235609909,4.182956258,3.297274961,4.326029573
Slc35b1,6.250519374,6.350777487,6.073129932,6.221614572,6.404003983,6.367949789,6.215895187,6.199012106,6.40010733,6.653961446,6.611148157,6.130380964,6.012630499,6.289849923,5.67374411,6.468528207,6.139311072,5.991893367,6.181767741,6.144149445,6.242529289,6.076518928,6.316009923,6.038824924
Slc35b2,4.948402883,5.605478227,5.192834938,4.871287204,5.196334832,4.915319117,5.712687236,5.790110439,5.027049378,4.866599258,4.395998511,5.101659137,4.632569424,4.872277635,4.980596039,4.697597062,5.056690803,5.156172011,4.720455994,4.927364131,3.746479132,5.03124382,5.115335247,5.329617021
Slc35c2,3.072399958,2.973840064,3.179783313,2.566286258,3.134810635,3.346875153,4.293633377,3.763054927,4.900950414,3.930522402,4.740683721,4.282002341,3.949577107,3.697269657,3.84426226,3.786704995,3.964373405,5.156172011,4.304432686,5.293542885,4.367658392,4.098027721,4.541118774,3.584266797
Slc35d1,3.913390102,4.037173856,3.0921405,4.164245744,3.879328516,3.530298941,5.146470047,4.552542462,5.692314328,4.735617019,5.139887991,5.142754739,4.881788998,5.807095111,5.099708065,5.251590418,5.056690803,4.934074901,5.154181675,5.585341241,5.999537626,4.984689323,5.026528528,5.593248468
Slc35e1,5.886643386,5.981303561,5.699107648,5.563108951,5.885700566,5.781492124,6.167903349,6.482208335,6.490451316,5.956284923,5.304496398,5.785842865,5.846661839,4.718198281,6.083287192,6.126554211,5.056690803,6.02044305,5.954814117,6.428124066,6.358183491,6.893431001,6.287628468,6.634308646
Slc35e4,4.598111994,5.565911531,5.582127069,5.056187249,4.929279442,5.212289111,5.416684325,6.251976675,5.443647949,5.801153754,4.88637436,6.046245021,5.094232058,3.697269657,5.58124366,4.473205151,5.644579599,4.437426095,6.072749159,5.585341241,5.731879612,5.899618205,5.458628493,5.883297636
Slc35f5,4.248794207,3.829647835,4.732816495,4.474972248,4.594839873,4.669277627,3.758262607,4.334139738,3.234188542,4.815624326,4.295222925,3.755021493,4.244770951,4.943555875,4.015633207,4.561491647,3.875739026,4.519726227,4.720455994,5.540625066,5.340069437,4.33914254,4.72168399,5.329617021
Slc37a4,7.119314614,7.515978187,7.632460383,7.781608263,6.623866157,7.148806924,8.969081175,9.041002483,8.861511095,9.030431982,7.218149856,8.313284642,8.553081787,9.539711569,8.941652017,8.743806087,8.695721633,7.748217312,8.227769808,8.504049342,8.35580501,7.933861803,8.128695675,7.756555714
Slc38a1,3.208473046,2.973840064,2.895924567,3.404903722,4.176116894,3.613947582,2.327596553,2.415471418,3.89411593,2.935782716,3.80233416,3.175783131,3.578024412,3.322602624,4.168792015,3.786704995,3.875739026,4.741725074,5.529077394,4.9952172,5.826724606,6.60109923,5.458628493,6.096626362
Slc38a10,5.465575921,4.918746617,4.987354346,5.056187249,3.904915307,5.212289111,5.242276092,4.681701026,4.244972264,5.342262438,3.647418746,4.826973959,5.590721621,5.255091968,5.525595364,5.251590418,5.617502233,3.161478389,4.983983051,4.618678735,4.976269969,5.593239891,5.071615104,5.510610733
Slc38a2,7.978357171,7.315845747,8.466800873,8.00781956,7.368329552,8.364162725,8.437598507,9.097081825,9.036647853,8.732786648,9.500204802,8.518470081,8.30471598,9.212558445,8.428054492,8.676866972,8.352834115,8.947084824,8.831762794,9.254308787,8.169318533,8.295080646,8.000496068,8.112284905
Slc38a4,4.986764273,4.39421257,5.507096969,4.997148293,4.854006744,4.452816549,7.948378031,7.832010144,8.06961482,7.559874773,8.281285981,7.006630315,8.335332696,7.833293123,7.87323483,7.069792468,7.56641006,6.155285714,7.767445838,8.065068755,7.834741613,8.170629867,8.535038979,8.654766209
Slc39a1,6.724594658,6.771828869,6.355691032,6.523076912,6.430154409,6.343651585,6.532488715,7.010785681,6.278589435,6.78726426,5.355441186,6.841717049,6.56042391,6.289849923,6.469825492,6.414238057,6.712920514,6.218257624,6.860242213,6.639016645,6.450433048,6.993813143,7.06602459,7.097678723
Slc39a13,5.965595698,6.15134672,5.427949684,5.698984205,5.522272735,6.045274306,5.146470047,4.856047509,5.443647949,4.735617019,5.018692524,5.861647755,5.817044551,5.13842084,5.173981302,4.697597062,5.561773476,5.392942691,5.529077394,5.122040199,5.630357848,5.740605498,5.86940868,5.632857495
Slc39a6,2.754398263,2.555949141,3.522239434,3.404903722,3.134810635,3.245605433,3.996714223,3.979516106,4.137230398,4.591544559,3.942216125,3.857323664,4.244770951,3.994421857,4.239676365,4.132479623,3.326085626,4.741725074,3.394086447,4.107762856,4.703822401,3.697267791,3.572884791,4.326029573
Slc39a9,4.495423045,4.716779541,3.798798692,4.316895624,4.601298779,4.791441747,4.749937417,4.167696694,4.68836933,4.735617019,2.775909185,3.95284941,4.632569424,4.240699416,4.307240435,3.786704995,4.526750171,3.673931352,4.790986096,4.618678735,4.488627598,4.411320956,4.931894548,4.326029573
Slc3a2,6.791135974,7.473841836,7.062708399,6.874256349,6.947286266,6.953908206,6.588249787,6.409471705,6.675147738,6.363624294,6.432870875,6.28522504,5.846661839,6.369658809,6.02427858,6.406312817,6.158223986,6.497490596,6.155275647,6.428124066,6.358183491,6.455071173,6.483849692,6.257312648
Slc41a1,5.845485533,5.202936167,4.832066298,4.997148293,5.522272735,5.886141854,5.043846313,4.681701026,4.020788144,4.802594113,5.018692524,4.609684367,4.56290408,4.634513394,5.920228338,5.418487688,4.742624044,3.673931352,6.389236426,5.827933799,5.731879612,6.529932014,5.882119523,6.23174392
Slc41a3,2.088041849,3.714222334,4.349876404,3.576044958,3.369126015,3.767965456,4.613268578,3.763054927,4.526974853,4.152161782,6.750895356,4.609684367,6.184838706,5.645480809,4.094244105,5.215762348,6.367722945,2.67887367,3.200381863,3.683128023,4.891045601,3.911518911,3.804193017,4.326029573
Slc43a1,5.09608345,4.201110978,5.127540008,5.220059458,4.690544425,3.613947582,5.712687236,4.800240712,5.027049378,4.735617019,4.069726052,4.775642062,5.142791048,4.797293935,5.099708065,4.979819072,4.791897767,5.596278199,4.720455994,5.494478464,5.205348672,5.24383822,5.316027384,5.229825396
Slc43a2,4.384860862,3.714222334,2.542185283,3.993511853,3.747441627,3.441500141,4.102623853,4.076672438,4.609927818,4.431471934,4.815367332,5.467854162,5.724359913,3.853482834,4.307240435,4.207366795,4.583821633,5.156172011,4.204615229,4.435418855,4.367658392,4.182956258,4.406823512,4.419587897
Slc43a3,5.164616294,5.150401189,4.911798666,4.935589833,5.256031374,5.157585204,3.758262607,3.198661826,3.89411593,2.935782716,3.276495212,3.755021493,3.42935998,4.797293935,4.168792015,4.936451576,3.875739026,3.353240425,4.790986096,4.435418855,3.746479132,4.608429072,4.406823512,3.737470682
Slc44a1,5.09608345,5.349954065,5.427949684,5.5426098,5.196334832,4.702522777,4.462284998,5.059906257,5.027049378,5.043159178,5.452232064,5.401676334,5.846661839,5.557334942,6.499014033,6.005872745,5.722889797,5.705807115,5.25742611,5.711730587,5.630357848,5.203751949,5.541088896,5.329617021
Slc44a2,7.266899202,7.951721633,7.798983381,7.923129926,7.447278065,7.539534269,5.745756737,4.552542462,4.438959657,5.386596534,3.942216125,4.422124133,6.458604839,5.76835694,6.229773742,5.703578958,6.446766745,3.353240425,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.975076158
Slc45a4,5.164616294,5.643988688,4.747668312,4.580899665,4.046879388,4.979805084,5.332114144,4.909775724,5.350226465,5.097516697,4.88637436,5.886056035,4.632569424,4.349679511,4.453377546,4.748636477,4.665406727,5.962767284,5.529077394,5.670818855,5.463277246,5.712312054,5.843646013,5.708955251
Slc48a1,4.26511715,5.349954065,5.059149225,4.410368718,4.690544425,5.628990298,6.823276323,6.633582068,6.089188201,6.272057805,7.162018651,6.829183588,6.551458918,6.316946411,6.314307498,5.91941816,6.213519105,5.991893367,6.940005472,6.832282108,6.949133818,7.09315912,7.214122217,6.851322405
Slc49a4,7.414914037,7.02624542,7.062708399,7.357620545,7.211314491,7.203838411,6.23930541,6.075157222,6.554680156,6.069397857,6.750895356,6.339259346,6.458604839,6.46963534,7.015650752,6.732147978,6.507024586,6.687507137,6.892678598,6.523125689,6.389593331,6.918415073,6.797411277,6.355283479
Slc4a4,3.208473046,4.300890143,5.372664761,3.993511853,3.747441627,4.258560266,4.989660443,5.011578056,4.68836933,6.013949668,5.628272056,5.101659137,4.762553989,6.563130383,5.736363417,6.183308982,5.748076253,4.934074901,4.790986096,4.435418855,5.205348672,3.911518911,4.541118774,4.118473069
Slc4a7,5.926659563,5.483365939,5.965144086,6.114579804,5.522272735,6.268200616,6.307339657,6.188181795,6.278589435,6.318567382,6.256472814,6.229087934,6.012630499,6.205366195,6.004060231,6.437755862,6.213519105,6.871145788,6.529921096,6.590484381,6.696322037,6.488823095,6.287628468,6.331407405
Slc5a3,4.598111994,3.391013934,5.372664761,4.580899665,2.854916793,4.540942305,3.882409289,4.253317193,3.429537117,4.251396128,5.355441186,3.094328759,3.115744891,4.451002368,3.541694221,3.331025876,2.153154093,5.670213471,4.858228257,4.702259267,5.274281034,4.115418107,4.406823512,3.737470682
Slc66a2,5.845485533,4.854515314,4.658024557,5.220059458,5.977224991,5.707255323,4.68322075,5.059906257,4.137230398,5.149900295,5.404648189,4.775642062,3.076286579,4.349679511,4.604444493,5.062828825,4.4673277,5.348595566,5.529077394,5.494478464,5.630357848,5.393894627,5.557030111,5.632857495
Slc6a6,6.935412114,7.011593384,7.258409403,7.513210392,7.101694675,7.203838411,7.713655474,7.443069351,6.731807933,7.602788614,7.581265047,7.307008091,7.164839295,7.119563954,7.159697359,6.899577985,7.294544553,7.52729561,7.550812803,7.502685955,6.970063095,7.635467973,7.329985337,7.4367008
Slc6a8,7.153440579,7.45414635,7.408888416,7.524021099,6.697412819,7.297516376,7.608184746,7.592898107,7.441503056,7.598082962,7.304947258,7.712709365,6.891215593,6.815775197,7.152367363,7.077299003,6.720956977,7.043795014,7.649020543,7.783357469,7.022698866,7.676320878,7.833846863,7.388341217
Slc7a2,6.212177399,6.625542546,7.572388877,7.129230314,6.17575276,7.120483433,5.608671827,5.846302918,6.145886808,5.200448323,5.304496398,5.332316308,4.881788998,5.310070062,5.099708065,4.532658976,3.680244816,5.871685468,6.529921096,6.590484381,6.309748069,5.357818219,5.843646013,5.816067196
Slc7a6,4.495423045,5.039218534,6.465457051,6.195591104,5.196334832,5.886141854,5.146470047,5.10666787,4.020788144,4.735617019,4.661921909,4.549833282,3.263597469,5.13842084,4.168792015,3.969926702,4.340594321,5.633719413,2.976575554,4.334248956,3.928577685,4.480059673,4.33467709,4.118473069
Slc7a6os,4.868477349,3.978109646,4.911798666,4.803984284,4.690544425,4.847815321,4.380422216,4.483351203,4.137230398,3.930522402,4.490191965,4.72241615,4.699025137,4.634513394,4.433558258,4.748636477,4.272792533,4.872764222,4.485468926,4.107762856,4.600233637,4.007785157,4.663970644,4.507446727
Slc7a7,2.088041849,2.384595308,2.072518937,1.971498597,1.371671746,1.988087055,5.146470047,5.54050674,4.526974853,3.805470524,3.276495212,3.094328759,2.607797812,2.473655,3.932490782,3.459130587,3.326085626,4.157942973,4.097374823,2.46423466,3.000833825,3.445554571,3.572884791,3.412839399
Slc8a1,4.495423045,5.349954065,4.658024557,4.316895624,4.506166196,4.847815321,5.496570353,3.763054927,4.137230398,4.866599258,3.647418746,4.042440962,3.893923377,3.091070453,3.158357106,3.632195157,5.096456656,4.90374523,3.981518109,4.742301188,3.538029874,3.808366941,4.441587369,4.742861911
Slc8a3,5.691417122,4.642644483,5.653447234,5.457570079,5.284978186,5.56737286,6.013534441,6.220431827,6.445986394,6.407316542,6.408953659,6.109802494,6.604431806,6.733697888,5.87641194,6.374169185,6.991261974,5.807604182,6.64863218,6.706356466,6.309748069,6.538015078,6.516826663,6.574541113
Slc9a2,5.518906309,5.525229023,4.911798666,5.622914653,5.616382852,5.36495791,5.375018829,4.552542462,5.301144654,5.296522642,5.708841567,5.467854162,5.235264753,4.718198281,4.657186434,4.891739941,6.020310874,5.255589543,5.154181675,5.346460756,5.056739454,5.529803451,4.882143112,5.593248468
Slc9a3r2,4.783862892,5.605478227,5.888384489,6.27229424,5.522272735,5.744851172,4.613268578,4.961574651,5.350226465,5.551448111,6.568601338,5.015780036,5.659087595,5.844820255,5.96275311,6.183308982,5.867807015,4.350145515,5.892022513,5.540625066,5.521147597,5.623941869,4.830614526,5.632857495
Slc9a6,5.759470465,5.919856778,6.002044777,5.367201967,5.134061113,5.546234686,5.332114144,4.552542462,4.762764897,5.342262438,5.251686577,4.826973959,4.881788998,5.076345039,4.959751636,4.346400422,4.839544029,3.673931352,5.399636128,5.397506087,4.488627598,5.120074776,5.15776935,5.0067929
Slc9a7,4.134527727,3.852191142,4.349876404,4.410368718,3.57064909,4.992363465,4.201287462,4.167696694,4.345223994,3.668541594,3.473845058,4.549833282,4.244770951,4.563884722,3.158357106,2.661175272,3.185662771,3.836899545,5.353772878,5.293542885,5.274281034,5.24383822,4.72168399,5.122614808
Slc9a8,2.088041849,1.965262805,3.179783313,2.393911232,2.048471347,1.371671746,4.293633377,4.334139738,4.345223994,4.866599258,4.069726052,4.042440962,4.881788998,3.994421857,4.015633207,4.589759361,4.340594321,4.051300032,4.720455994,4.702259267,4.600233637,4.984689323,4.33467709,4.507446727
Slco2b1,4.326230991,4.438703507,4.100491564,3.993511853,3.369126015,4.258560266,3.758262607,4.076672438,4.345223994,3.805470524,4.069726052,3.857323664,4.244770951,3.322602624,3.84426226,4.697597062,4.791897767,5.435967182,5.529077394,4.467306194,3.294292241,4.098027721,3.693169672,4.590260786
Slco3a1,6.076470192,5.822482151,5.582127069,5.873267313,5.661231612,5.951915686,5.534913545,4.483351203,5.301144654,5.200448323,4.954049872,6.024421366,5.142791048,5.011477698,4.657186434,5.215762348,5.314460419,5.807604182,5.64785514,5.122040199,5.731879612,6.367066176,6.450101268,6.205713852
Slco5a1,6.145918871,4.918746617,5.127540008,5.968550844,5.196334832,6.132957008,4.102623853,5.359275011,4.96537717,6.199355242,4.88637436,5.182712068,4.699025137,4.634513394,4.980596039,5.215762348,4.930360809,4.992885909,5.609338978,5.711730587,5.731879612,5.683452614,4.931894548,5.708955251
Slf1,4.783862892,4.39421257,4.562439459,4.316895624,4.176116894,4.776997312,4.201287462,3.641285815,4.345223994,4.431471934,4.661921909,4.876542017,4.991917395,5.076345039,4.549701013,3.685558343,5.245389091,5.103770221,4.922475423,4.927364131,5.056739454,5.203751949,5.115335247,5.0067929
Slf2,5.668000116,5.643988688,6.140876407,6.169089585,5.746951481,5.983711234,4.749937417,5.506036074,5.4881839,5.296522642,5.251686577,5.367413106,5.53723343,5.310070062,5.118637917,4.845598174,5.488941763,4.90374523,5.04297525,5.670818855,4.235609909,5.740605498,5.389089122,5.177215762
Slit3,3.65211058,2.709094281,3.798798692,3.993511853,3.57064909,3.767965456,3.622418372,3.641285815,4.68836933,4.431471934,3.942216125,4.549833282,4.699025137,5.255091968,3.84426226,3.786704995,3.680244816,4.257242644,4.568124372,2.018997946,4.367658392,3.445554571,3.572884791,2.9932853
Slk,6.422701943,5.950907285,6.140876407,6.169089585,6.17575276,6.014821125,4.87477236,5.731640268,5.531386098,5.833543207,5.926627191,5.649916389,5.786806479,5.687613118,6.527623725,6.406312817,6.266772891,5.962767284,6.444981079,6.612256077,5.576785861,6.311565419,6.248896558,5.816067196
