,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48,X
Vti1b,6.369344603,6.391395916,6.086971377,6.100061886,6.575324692,6.146037686,6.41719262,5.188492445,5.629722101,6.268694092,5.946906212,5.999001081,6.739430693,6.445815394,6.050754849,6.231749128,6.582420334,5.96853571,6.521574275,6.024004747,6.065214629,6.494722392,5.850882905,5.836522007,Vti1b
Vtn,5.136688557,4.251588154,4.23961017,4.938695,5.527686372,5.245565193,4.293004156,4.244137751,3.903582169,3.922984536,3.786291937,3.945663895,5.029706393,3.828212598,4.478083091,3.433272951,5.004045577,4.232912568,4.557717041,4.42207966,3.912356395,3.911715068,4.410841038,4.102787508,Vtn
Vwa8,6.175603337,5.289380097,5.415828966,5.993279022,5.064916337,6.171572943,6.437635425,5.783384132,6.134234945,6.360323583,5.655900344,6.147530619,5.803434584,4.847885257,5.264968086,5.59970904,5.400930273,6.750703304,6.601828675,6.341161836,6.732454775,6.985274779,6.351632463,6.678552276,Vwa8
Vwf,3.989696104,3.954975638,3.317020208,3.622527738,4.47381327,4.245547602,4.539890388,4.673483745,4.701585051,5.038417994,4.475625597,5.646309609,5.467830059,3.828212598,4.92452204,5.038491307,5.737062136,5.183077272,4.780975787,4.843501524,5.3889829,4.785118054,5.16385927,4.492482985,Vwf
Wac,7.537774746,7.707515718,7.59743364,7.451531182,7.945821589,7.581862688,6.927703472,6.94195543,7.083690719,6.712991948,6.241463227,6.460428439,7.114030536,6.91714616,7.339279428,7.233946523,7.072855422,7.155093736,6.916225013,6.919738352,6.687319028,6.839493987,6.879761988,6.994545822,Wac
Wapl,5.556225379,5.332265629,5.668774114,5.650888283,5.613083303,5.50860253,6.497281228,6.421736788,6.692171992,6.937863663,6.882999461,6.923857732,6.23941683,6.516512059,6.528815428,6.56159408,6.466638736,7.079257868,6.479708364,6.622463551,6.406958317,6.808536655,6.736799468,6.520069098,Wapl
Wars1,5.136688557,4.640857905,5.311618175,4.879961645,4.562361642,4.798099819,5.148026905,5.188492445,5.782409761,5.195955391,5.695651668,5.588072573,5.678398022,5.857621895,5.817952586,6.140698043,5.336423361,5.909666004,5.197311799,5.047625944,5.042396434,4.890380923,5.395628227,4.866422487,Wars1
Wasf2,4.055560943,4.919241938,4.433815598,5.271324435,4.762525195,5.426139508,5.333998185,5.188492445,5.157600841,5.24486387,5.808728218,5.729481338,5.611566219,5.935370694,5.454173093,5.57209722,5.550605545,6.453798069,5.748742968,5.739780809,5.616534049,5.598153174,5.926927106,5.836522007,Wasf2
Wasf3,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,6.41719262,5.052330401,5.546857104,4.981835966,5.06680685,4.544402391,4.54799399,3.671801132,5.298276025,4.182426154,4.827550874,4.495627456,3.551638157,2.443030594,3.276156696,3.135781248,3.69391283,3.986362643,Wasf3
Washc1,5.916732708,6.196266221,6.118199725,6.22330327,6.071030878,5.953391262,6.730557588,6.326550086,6.592402113,6.038399239,5.183238424,6.471262769,4.137277932,4.609967793,5.123468729,4.82113958,4.73048524,4.133513809,6.199257379,6.087099251,5.562921839,6.354584662,6.333119164,5.995575757,Washc1
Washc2c,6.019327853,6.149071223,5.847111088,6.269795708,5.977514643,5.923643694,5.873565014,5.866945329,5.887176098,5.382364439,5.946906212,5.674569645,5.645369077,5.996007318,5.64749859,5.803419553,5.578763515,6.368934092,5.748742968,5.778525133,6.246181877,5.659005314,5.465289119,5.409081817,Washc2c
Washc3,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.780602547,4.792242866,5.265194327,4.038455502,5.695651668,5.558048085,5.22118875,4.772855933,4.535078495,4.62009752,5.737062136,5.132486632,5.297107035,4.605659832,4.876509916,4.729459008,4.937470404,5.266587207,Washc3
Washc4,5.361653738,5.053452623,5.415828966,4.543981044,5.002982867,5.292871475,5.097530992,5.272614222,5.265194327,4.922943902,5.808728218,5.217434621,5.429541381,5.857621895,5.213518373,5.394312945,5.198053342,5.61024408,4.293468905,5.254173833,5.002678529,4.671566173,4.861994652,5.163117817,Washc4
Washc5,4.447760679,4.947101505,4.718529288,4.466259571,3.629307818,4.508587871,4.934485126,4.901965201,4.539586725,4.338001718,3.258739612,4.347834719,4.474676602,4.097834408,4.535078495,3.944744775,4.259790498,4.232912568,4.710326616,5.047625944,4.352345883,4.54830738,4.66882231,4.798989404,Washc5
Wasl,5.009518072,5.373913061,5.60406853,5.907662573,5.527686372,5.146028263,5.988872668,5.839625851,5.458940935,6.268694092,6.296273748,5.431282005,5.773176642,6.293094926,5.771271266,6.140698043,5.462675925,6.131972769,6.035525316,5.528722229,5.985953863,5.853795998,5.926927106,5.767642513,Wasl
Wbp1,5.412811534,5.245180591,5.415828966,5.381282642,5.527686372,4.9236327,4.683751104,5.499029212,5.316124355,4.981835966,4.726502177,5.178495587,4.977583303,4.987163973,4.41874307,4.448491442,4.67938824,4.717791606,5.478106693,5.385473197,5.260159561,5.468161354,5.0775184,5.31566593,Wbp1
Wbp11,5.665726096,5.176233721,4.978843461,5.04944123,5.153099883,5.447201348,6.375416919,6.627426295,5.782409761,6.17084789,6.243610283,6.106630728,6.445331602,6.091727184,6.456892849,6.518844761,5.924270426,6.664309213,6.274644364,6.764339057,6.466566386,6.696885755,6.38796124,6.498976185,Wbp11
Wbp1l,6.792750232,6.241966105,6.086971377,6.799839721,5.877513879,6.567503842,6.82669439,6.467074145,6.381430543,6.507879313,5.826741739,6.336257924,3.933479984,4.847885257,4.966566763,4.417795661,4.034349887,3.135565972,5.676456925,5.672663868,5.293459762,5.410221587,5.620829062,5.599472988,Wbp1l
Wbp2,7.307108028,7.534679349,7.255140535,7.400208731,7.203622397,7.221330765,6.902187336,6.88963543,7.122408534,7.092837299,6.679975445,7.220724815,7.110041402,6.74959882,7.191994296,7.152391425,6.859898083,6.953751217,6.767574223,6.441148615,6.495471594,6.591558522,6.708351036,6.342002844,Wbp2
Wbp4,5.30861499,5.510882522,5.256546907,5.293996764,5.713177607,5.315955358,6.697033662,6.159843684,6.243520302,6.065879622,6.534114672,6.775189273,6.538223156,6.561789047,6.919743122,6.758181355,6.715190962,6.157498844,5.748742968,5.906479806,5.293459762,5.917447024,6.09743207,6.010557657,Wbp4
Wdfy1,5.074504087,5.103825759,5.513016706,5.248290109,4.79942884,5.426139508,6.121144456,5.94593048,6.105569256,6.404044513,6.371830979,6.371211882,6.608456856,7.080372194,6.317641637,6.413876051,6.51115277,6.025097099,6.249950494,6.261344243,6.026128495,6.527728596,6.750816047,6.601485809,Wdfy1
Wdfy2,4.346147907,3.954975638,4.634628296,3.998826378,5.002982867,4.508587871,3.61888228,3.918242673,2.403951781,4.507919947,4.726502177,4.275873362,3.759192767,3.671801132,4.189425946,3.164105912,3.798985658,4.455031121,3.704859078,3.824263042,4.689040618,3.911715068,4.262196895,4.728249219,Wdfy2
Wdfy3,4.715630049,4.640857905,4.634628296,4.543981044,4.37947261,5.039111609,3.880162452,3.185440987,3.609032603,4.507919947,5.183238424,4.416376547,3.987191332,4.097834408,4.039912271,3.660029918,3.438667718,4.370241818,5.197311799,5.482535095,4.689040618,4.413525649,4.096459613,4.575427126,Wdfy3
Wdr1,4.975893312,4.251588154,4.058281233,4.653235302,4.604677788,4.730984481,5.932370533,6.068661998,5.745725937,6.010385231,5.844533114,6.318458152,6.050503139,5.439346146,5.885259095,5.73035705,5.633482492,6.079524384,5.915041684,5.699967204,5.985953863,6.199355438,5.797864515,5.965136973,Wdr1
Wdr11,4.870044562,5.103825759,4.797817961,4.995130512,4.724652731,4.730984481,5.045203361,5.003929311,4.451212505,5.467251647,4.940147278,4.966278871,5.390208764,4.847885257,4.642728899,4.773444065,4.827550874,4.848917027,4.387033578,5.226416599,4.585301305,4.838709308,4.782351292,5.163117817,Wdr11
Wdr12,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.462196482,4.848146881,4.881436512,4.338001718,4.381269219,3.945663895,4.357202543,4.035004376,5.104764122,4.912045848,4.67938824,4.026756568,5.090097042,4.030940423,4.919803752,4.98848304,4.577399251,4.833099896,Wdr12
Wdr13,5.951748035,5.66980162,5.415828966,5.784980566,5.653958077,5.893269811,6.146203426,5.866945329,5.669435515,5.79739455,6.296273748,5.617484927,5.890577481,5.439346146,5.747351683,5.803419553,5.856881758,5.279228577,5.297107035,5.699967204,5.118695144,5.325286433,5.742823143,5.579517479,Wdr13
Wdr18,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,6.095642517,5.920079613,6.485216625,5.952670514,6.011329699,5.894752163,5.541487459,5.173715896,5.771271266,5.779474166,6.14748595,5.682357871,6.064137172,5.528722229,5.449322893,5.325286433,5.797864515,5.21577991,Wdr18
Wdr26,6.830866634,7.223368848,7.160813204,6.985404103,6.755151096,6.953396647,6.924085824,7.017041144,6.662958734,6.945281083,7.030181867,7.037021833,6.582518242,6.739782226,6.570308516,6.504308782,6.405066121,6.847978676,6.924050911,6.783514288,7.204548619,6.874170693,7.107395714,6.724708651,Wdr26
Wdr3,3.744978877,4.446096749,4.40067195,5.152288917,3.574152516,4.586591926,4.539890388,4.474723823,4.256351678,3.922984536,4.801288159,4.20013328,5.128622065,5.114172516,4.292197284,4.321583675,4.626414837,5.080057269,4.557717041,3.965283607,4.785818187,4.341098498,3.805558255,4.728249219,Wdr3
Wdr33,4.447760679,4.570956638,5.311618175,5.201087891,4.938270931,5.245565193,4.462196482,4.610224903,4.914864762,4.659917623,4.940147278,4.120195526,4.747933322,5.114172516,4.324889472,4.448491442,4.327734902,4.717791606,5.197311799,5.434820261,5.449322893,5.248166931,4.410841038,5.21577991,Wdr33
Wdr37,4.542685094,4.570956638,4.718529288,4.818735357,4.938270931,4.982527269,4.539890388,4.158288161,3.763811499,4.425460974,4.475625597,4.20013328,3.630082962,4.215837255,3.916640775,3.944744775,3.767037167,3.234828193,4.710326616,5.16924672,5.260159561,4.611252726,5.205166254,4.798989404,Wdr37
Wdr41,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.462196482,3.969553487,4.030999621,3.659966383,5.183238424,4.035567372,4.684316688,4.426319966,4.292197284,5.191499766,4.67938824,5.132486632,4.710326616,5.047625944,5.118695144,4.54830738,4.66882231,4.866422487,Wdr41
Wdr43,3.989696104,4.640857905,4.181663075,3.883964219,4.052608956,4.467945049,6.016315011,5.231166377,6.134234945,5.829815535,5.39121496,5.953595548,5.742270474,6.0286247,5.468874864,5.826973981,5.578763515,6.255313056,5.915041684,5.923866689,6.026128495,5.800772616,5.824617246,5.869766552,Wdr43
Wdr44,4.447760679,5.152499244,4.797817961,4.754795093,4.645788032,4.146009415,4.990906104,5.099160249,4.539586725,5.145330518,5.126196884,5.558048085,4.397432816,5.285901493,4.693684423,4.507990544,5.303055033,5.534335111,5.478106693,5.888880823,6.27980253,5.468161354,5.770606303,5.496815031,Wdr44
Wdr45,6.204925129,5.635968199,5.847111088,6.125566794,6.319921481,5.982537823,6.195052205,6.044936779,6.243520302,6.195938576,5.946906212,6.127225606,6.261382226,6.152184886,5.928446585,6.366441113,5.81014116,6.433045468,6.562259453,6.441148615,7.057231219,6.259540445,6.314365202,6.659668159,Wdr45
Wdr45b,4.715630049,4.570956638,4.872975108,4.818735357,4.427413943,4.624067344,4.875767514,5.231166377,4.451212505,5.292168536,4.381269219,4.822140891,5.349773684,4.91920472,4.41874307,4.321583675,4.259790498,5.682357871,5.144700157,5.226416599,5.118695144,5.080336913,5.59526593,5.051650341,Wdr45b
Wdr48,5.253551677,5.053452623,5.95482476,4.995130512,5.340046223,5.426139508,4.750636725,5.312904474,5.265194327,5.092864389,3.630935074,4.544402391,4.617764911,4.521064089,5.195952493,4.867308612,5.161282976,5.49482835,5.748742968,5.528722229,5.32600864,5.773511766,5.742823143,5.695308859,Wdr48
Wdr5,3.989696104,4.640857905,5.077471249,5.101781363,4.052608956,4.862231199,4.990906104,4.792242866,4.914864762,4.981835966,4.726502177,5.178495587,4.31581817,4.097834408,4.881215123,3.855939762,4.034349887,4.848917027,4.848326163,5.16924672,4.785818187,4.671566173,4.66882231,4.653860748,Wdr5
Wdr61,5.253551677,5.373913061,5.311618175,5.293996764,5.436914762,5.338675696,5.715123545,5.920079613,6.345106963,5.695516558,5.73433701,5.729481338,5.773176642,5.052065453,5.771271266,5.59970904,5.369037323,5.784189628,6.414539451,5.888880823,5.858247046,6.219697358,6.440794692,6.342002844,Wdr61
Wdr7,4.631747522,4.640857905,5.139665865,3.998826378,4.37947261,4.798099819,5.439125544,4.901965201,5.365317588,5.677814849,6.072998912,5.076285782,4.867322992,5.621443179,5.567794561,5.626802305,5.233909778,5.454209203,4.710326616,4.42207966,3.912356395,4.413525649,4.98567951,4.492482985,Wdr7
Wdr70,4.542685094,4.707528267,4.634628296,4.617728643,4.278528499,4.426123986,5.196815012,5.188492445,4.947535965,4.922943902,4.647626496,5.047616935,5.128622065,5.487070108,5.393820395,5.209533338,5.044990492,4.879917312,5.222915201,4.806485544,4.961836145,4.64172461,5.430879081,4.764052846,Wdr70
Wdr74,4.542685094,4.251588154,4.348957116,4.466259571,4.724652731,3.923610711,5.376972673,5.188492445,4.776236942,5.038417994,4.647626496,4.919814759,4.808862811,4.609967793,5.08581382,4.507990544,4.918495519,5.369370132,4.710326616,5.047625944,5.042396434,4.890380923,5.121334644,4.93084392,Wdr74
Wdr75,4.941466123,4.771253245,5.415828966,5.423021913,4.562361642,5.383070315,4.613613167,4.734084956,4.776236942,4.861545124,5.73433701,4.822140891,5.833070934,5.114172516,5.621416801,5.362429433,5.198053342,4.969111199,5.344529956,4.914800602,5.118695144,5.433747111,5.0775184,4.93084392,Wdr75
Wdr77,5.951748035,5.702859742,5.847111088,5.719491777,5.977514643,5.830533557,5.960898191,6.545255295,6.529050963,5.922923585,5.290971146,6.127225606,6.171439833,5.744360152,6.528815428,6.643470485,6.109386435,6.207234763,6.322799152,6.979159857,6.551600561,6.821904514,6.845294771,6.733765333,Wdr77
Wdr82,6.369344603,6.241966105,6.264941293,6.269795708,6.186977373,6.245573988,6.591518069,6.651191884,6.711323953,6.877110064,6.283287008,6.479295403,6.325340409,6.689671606,6.887276837,6.518844761,6.373265482,6.368934092,5.222915201,5.385473197,4.876509916,5.228225255,5.099592859,5.339593067,Wdr82
Wdr83os,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.873565014,6.044936779,5.853092375,5.585893944,5.290971146,5.782379398,6.304334493,5.663589886,6.688074672,6.249289544,6.070253411,5.412413208,5.713052635,6.328161809,6.006181017,5.917447024,6.449415176,6.025385573,Wdr83os
Wdtc1,7.194674049,7.420076394,6.566070099,7.496210419,7.217323587,6.938599589,7.416436339,7.455333949,7.232559948,7.183439298,7.149486593,6.851437675,7.394738442,7.111156521,7.128595109,7.207270482,7.196126354,6.909366184,7.120739728,6.783514288,6.312657495,6.739773748,6.871189995,6.715594756,Wdtc1
Wee1,4.870044562,3.581167949,3.992393625,4.10521418,4.724652731,4.9236327,5.574513299,4.901965201,4.622858517,4.981835966,4.381269219,4.871804261,2.093367116,4.883985652,4.766894313,4.253682098,3.16916307,4.78484354,5.976540876,5.659023617,5.858247046,4.98848304,5.498897518,5.21577991,Wee1
Wfdc1,5.462217232,5.565823751,5.256546907,5.293996764,5.181335942,4.730984481,5.498711027,3.000460912,6.243520302,4.659917623,1.977206005,5.138476347,4.54799399,2.44560388,2.984984601,2.402345729,2.406022361,4.325902161,3.185582895,2.784998898,4.2200526,3.135781248,2.205163947,2.376540263,Wfdc1
Wfs1,6.692805963,5.735177303,5.730701767,5.57885895,5.977514643,6.696237757,4.200334178,4.401881282,4.030999621,4.425460974,4.940147278,3.636488737,3.933479984,4.097834408,4.589907541,4.028398929,4.51424948,3.327698283,6.146717947,6.087099251,5.71812806,6.219697358,5.742823143,5.836522007,Wfs1
Whamm,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.750636725,4.792242866,4.622858517,4.861545124,3.258739612,4.822140891,4.54799399,5.285901493,3.828189742,3.551101949,3.861752427,4.573545872,5.033345737,4.516787806,4.961836145,4.890380923,4.60852178,5.21577991,Whamm
Wipf1,3.848195295,4.251588154,4.121290731,4.543981044,4.645788032,4.039091312,4.380079157,3.969553487,4.914864762,5.092864389,4.68760331,4.717370942,4.867322992,4.693709513,4.790494685,4.773444065,4.188487389,6.628248955,4.293468905,4.516787806,4.585301305,4.341098498,4.545590502,5.363129837,Wipf1
Wipf3,5.767498805,5.176233721,5.311618175,6.007067177,5.209029963,5.605465021,4.462196482,4.544064598,4.847215296,4.585919608,4.647626496,4.347834719,5.505128784,4.609967793,5.123468729,5.850150014,5.400930273,4.413259279,6.224826581,5.699967204,5.118695144,6.199355438,5.626009458,6.025385573,Wipf3
Wipi1,6.407679815,6.67575702,6.148766406,6.783909947,6.745727577,6.548138422,5.843238261,5.811779039,6.076322428,5.861523924,6.42008994,6.594708108,6.675429558,5.928473238,6.381195723,6.643470485,6.765056911,6.105986905,6.500793179,6.664442825,6.437070184,6.317314934,6.369911199,6.561351708,Wipi1
Wipi2,5.509986884,5.414391881,5.513016706,5.942521192,5.693706612,5.426139508,6.121144456,5.866945329,6.134234945,5.730281409,4.647626496,5.782379398,5.390208764,5.671873464,5.375211029,4.724117665,5.233909778,5.997093576,5.676456925,5.482535095,6.065214629,6.279056813,6.216754394,6.054591891,Wipi2
Wls,5.985933611,6.329239636,6.448137335,5.847625236,5.770061847,5.982537823,5.610971377,5.893757073,5.412888587,5.764228201,5.572952798,5.646309609,6.025049874,5.857621895,5.907014438,5.93930132,5.737062136,5.231953801,5.713052635,5.923866689,6.103269697,5.82752789,6.154851948,5.767642513,Wls
Wnk1,8.218564162,8.35842783,8.461773587,8.362806353,7.99039081,8.37760917,8.018214238,7.414257324,7.787022104,8.013902568,8.596415538,8.154284226,8.102871807,8.278263506,8.18392709,8.299604703,8.091359813,8.118649354,7.728562348,7.376464271,7.580042398,7.649512376,7.361453509,7.702752882,Wnk1
Wnk2,7.279810286,7.845875556,7.719543901,7.737215716,7.043640034,7.441976158,7.581692157,7.017041144,7.37147285,7.079416867,7.749658382,6.947211825,7.73015436,7.608574165,7.638115785,7.801920682,7.359231574,7.390407839,6.801956579,6.875744186,7.0764898,6.936948255,7.338433039,6.659668159,Wnk2
Wnt11,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.200334178,4.474723823,3.903582169,5.038417994,3.630935074,4.275873362,3.933479984,4.426319966,4.292197284,3.944744775,3.556625784,3.49722434,4.193412749,4.211685854,3.729791678,3.575296955,4.262196895,3.395225217,Wnt11
Wnt4,5.30861499,6.075251267,5.364664304,5.685597773,5.181335942,4.9236327,5.498711027,4.610224903,6.046470407,5.695516558,5.615022621,5.808118432,5.576952305,5.173715896,5.594854796,5.154741944,5.737062136,4.573545872,4.974270267,4.320714681,4.689040618,5.166691024,5.322432332,5.108460355,Wnt4
Wrnip1,4.631747522,3.954975638,4.23961017,5.04944123,5.064916337,4.9236327,4.200334178,4.673483745,5.100637335,4.244896377,5.572952798,4.347834719,4.617764911,4.521064089,4.589907541,4.724117665,4.827550874,4.848917027,4.710326616,4.42207966,4.473520479,5.035140875,4.60852178,4.93084392,Wrnip1
Wsb1,4.447760679,4.060768594,5.513016706,5.152288917,4.169986464,4.338659205,2.629363122,4.067004931,3.435630321,3.507974125,6.102872348,4.966278871,5.029706393,4.987163973,3.733959567,3.660029918,4.113476166,4.647470763,2.96057105,3.292993055,3.520731101,2.206540556,2.498895636,3.19992563,Wsb1
Wsb2,6.607545514,6.264284409,5.847111088,5.816642894,6.294294694,6.292879986,6.600611848,6.611362249,6.633141688,6.659881052,6.396162236,6.336257924,6.386583128,6.330202815,6.471567071,6.727221252,6.412907949,6.231474178,6.601828675,6.754655012,6.657703693,6.599342298,6.619476611,6.54085806,Wsb2
Wwc3,5.361653738,5.373913061,5.364664304,5.719491777,5.236202367,5.893269811,5.459262055,5.188492445,5.04133189,5.659893242,6.243610283,5.431282005,5.349773684,5.783110494,5.840738773,5.296467344,5.52188704,4.717791606,4.710326616,5.109717548,4.689040618,5.208004068,5.205166254,4.575427126,Wwc3
Wwp1,8.762937618,8.570302224,8.548409117,8.510477621,8.075599837,8.760755415,9.400330067,9.516066811,9.322524302,9.178720817,9.579794771,8.792516046,9.676918833,10.08788006,9.129873862,9.484532452,9.559356652,8.882600882,8.790127513,8.948839779,8.675250459,8.655410432,8.603013668,8.495279139,Wwp1
Wwtr1,4.118549618,5.027590764,4.590774152,4.466259571,4.79942884,4.146009415,4.380079157,4.734084956,4.776236942,5.092864389,4.87238772,5.397770246,5.710687697,5.389989319,5.330832296,5.191499766,5.044990492,5.080057269,6.064137172,5.16924672,6.026128495,5.97840806,5.498897518,5.965136973,Wwtr1
Xbp1,6.585419159,6.023852316,6.610670059,6.379866155,6.294294694,6.245573988,6.57315672,6.326550086,6.550478599,6.382349662,6.489580283,6.813817144,6.902065656,6.648290936,6.610641515,6.952738365,6.663539526,6.433045468,6.064137172,6.28844374,6.312657495,6.136549974,6.42339764,5.965136973,Xbp1
Xdh,3.989696104,4.771253245,4.634628296,4.818735357,4.938270931,5.660607089,5.376972673,4.901965201,5.853092375,5.79739455,4.564187815,6.666820129,4.54799399,5.285901493,4.224502822,5.679508606,4.626414837,6.982600322,5.197311799,4.982741345,5.616534049,4.940265679,4.262196895,4.728249219,Xdh
Xirp1,5.074504087,5.547741492,5.901972948,5.560275339,6.585925333,5.586605814,6.591518069,7.252768177,7.65477137,8.646282873,7.568828412,9.775407134,8.053370941,8.84792527,8.960762634,9.675846051,8.806687743,7.401132654,7.299829623,7.468200799,6.803522792,6.682301675,4.937470404,6.455842021,Xirp1
Xirp2,12.6589922,12.41433861,12.63411734,12.52761762,12.33088748,12.66062018,12.08287169,11.80692856,12.18458727,12.17753852,11.5891343,12.51726636,11.79242492,11.91754068,11.90215016,12.27686486,11.59438335,11.67311956,12.0405952,11.61953578,11.95115498,11.90408474,11.73204439,12.11579994,Xirp2
Xpc,3.314627145,4.110891307,4.978843461,4.25139179,4.278528499,3.98250616,3.755429214,2.238259994,3.238502102,3.338062667,4.054342423,3.747074311,3.560919675,4.693709513,2.384868424,3.76130772,3.556625784,4.413259279,3.843358242,3.965283607,4.585301305,4.729459008,4.60852178,4.492482985,Xpc
Xpnpep1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.814558332,4.474723823,3.903582169,3.659966383,4.87238772,4.871804261,4.397432816,4.693709513,4.92452204,4.182426154,4.73048524,4.910265458,3.551638157,4.768494761,4.689040618,4.482489916,4.835932348,4.492482985,Xpnpep1
Xpo1,5.658537731,5.970554307,6.653932487,6.15062863,5.770061847,5.660607089,5.903267373,6.032926236,5.629722101,6.15813699,6.747724323,5.987782966,6.112238334,6.396683199,6.284782906,6.033422435,6.128561958,6.278764419,5.783571644,5.61688403,6.065214629,5.97840806,5.563852971,6.068976278,Xpo1
Xpo5,3.848195295,4.707528267,4.872975108,4.617728643,3.629307818,4.9236327,4.101300542,4.901965201,4.451212505,4.659917623,5.004866608,4.035567372,4.397432816,5.533265794,5.08581382,4.253682098,4.571421951,4.647470763,4.557717041,4.605659832,5.118695144,4.341098498,4.338432514,5.108460355,Xpo5
Xpo7,5.951748035,5.997449423,5.95482476,6.047658187,5.977514643,5.798111813,5.780602547,5.567238529,5.853092375,5.623367992,6.321901694,5.976476936,1.338428307,3.296560966,1.776872719,2.126752378,2.406022361,2.913856957,4.974270267,5.226416599,5.191160582,5.659005314,5.430879081,5.579517479,Xpo7
Xpot,5.074504087,4.890833769,5.311618175,5.463587483,4.79942884,5.467960127,5.498711027,5.463675826,5.365317588,5.623367992,6.188951343,5.527385442,6.520117176,6.152184886,5.723028824,5.543946607,6.109386435,5.751037975,5.390443518,5.739780809,5.90208412,6.025387601,5.465289119,5.965136973,Xpot
Xrcc4,4.236832329,4.707528267,4.634628296,4.25139179,4.427413943,4.982527269,5.418703994,5.144517672,4.847215296,5.038417994,3.630935074,5.097315255,4.229308189,4.324913771,4.153474932,4.253682098,4.392622838,4.026756568,5.560746904,5.334378266,5.562921839,4.940265679,5.498897518,5.767642513,Xrcc4
Xrcc6,5.437725862,5.199584042,4.545545052,4.938695,4.724652731,4.69621845,5.574513299,4.792242866,5.04133189,5.092864389,5.290971146,5.782379398,5.308172551,4.772855933,4.478083091,5.038491307,5.550605545,5.534335111,4.848326163,4.914800602,5.042396434,5.080336913,4.98567951,4.992511252,Xrcc6
Xrn1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,6.679974977,6.181766273,6.076322428,5.981816461,6.619260029,6.263701971,6.366456374,6.493329312,6.597322077,6.350276434,6.357098378,6.924313434,5.81757929,6.147549627,6.026128495,6.336070145,6.045385955,6.433781482,Xrn1
Xrn2,5.806279263,5.245180591,5.689713419,5.615323096,5.340046223,5.338675696,5.498711027,5.600170778,4.979483652,5.507892858,5.913582523,5.858258533,5.972755186,5.389989319,5.264968086,5.626802305,5.711856029,6.278764419,5.850803723,6.147549627,5.616534049,5.82752789,6.022459556,5.802493291,Xrn2
Yaf2,6.921971716,7.359169764,7.36335952,7.12472137,7.467120547,7.292884242,8.004576366,7.952770194,8.227048386,7.477499036,7.78694053,8.333349152,8.304097045,8.529685352,8.367737178,8.453185044,7.920357771,7.927878167,7.387345797,7.42000147,7.327476218,7.719036219,7.627638274,7.276598243,Yaf2
Yap1,6.32543103,6.120729014,6.898378709,6.626141066,6.336840238,6.467967666,5.796518257,5.463675826,6.061473628,6.220600345,5.366799412,6.244978138,5.429541381,5.144251371,5.066611282,5.07829146,4.850830124,4.133513809,5.062000425,5.410357707,5.766362385,5.325286433,5.626009458,5.21577991,Yap1
Yars1,4.715630049,5.565823751,5.55926081,4.204292617,4.562361642,5.467960127,5.045203361,4.401881282,5.265194327,4.981835966,5.126196884,5.217434621,5.265336111,5.173715896,5.594854796,4.773444065,4.873739699,4.573545872,4.848326163,4.42207966,5.260159561,5.035140875,5.284392963,4.866422487,Yars1
Yars2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,6.265357536,6.595117318,6.345106963,6.467237716,5.341963542,5.496056926,5.349773684,5.857621895,6.181462619,5.803419553,5.856881758,5.909666004,6.34628691,5.991391629,6.140346701,6.259540445,6.351632463,5.934042108,Yars2
Ybx1,4.256010127,3.801057367,3.693871821,4.653235302,3.832412891,4.353907326,9.354566143,9.934277229,9.548510876,9.471470068,9.579847879,9.324007558,9.731896051,9.543540215,9.857292802,9.908801558,9.827170878,9.739718735,9.520174669,9.375625488,8.989054706,9.31574704,9.343700972,9.423579263,Ybx1
Ybx2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.750636725,4.642201015,4.256351678,5.24486387,4.331671171,5.033284265,2.586428729,3.296560966,3.781843853,5.097787226,4.755370732,4.535112636,4.710326616,4.516787806,5.535349629,4.812162509,4.66882231,5.409081817,Ybx2
Yeats4,4.346147907,4.707528267,4.797817961,4.297001819,5.124300144,4.660593896,5.39087789,5.632368033,5.546857104,5.212279183,5.39121496,5.496056926,5.541487459,5.663589886,5.330832296,5.755124625,5.633482492,5.534335111,6.064137172,6.28844374,5.449322893,5.598153174,5.850882905,5.496815031,Yeats4
